學年度,學校代碼,學校名稱,縣市名稱,體系別,在校生總數,區域,設立別,休學人數,在學人數_S,休學率,退學人數,退學率,專任教師數,生師比,公私立
113,1041,明志科技大學,新北市,2 技職,4383,北部,私立,177.0,4383.0,0.04,,,207.0,21.2,私立
113,1042,台鋼科技大學,高雄市,2 技職,1240,南部,,,,,,,,,未知
113,1043,大仁科技大學,屏東縣,2 技職,3809,南部,私立,460.0,3809.0,0.121,,,140.0,27.2,私立
113,1044,聖約翰科技大學,新北市,2 技職,467,北部,私立,86.0,467.0,0.184,,,58.0,8.1,私立
113,1045,嶺東科技大學,臺中市,2 技職,8355,中部,私立,505.0,8355.0,0.06,,,225.0,37.1,私立
113,1046,中國科技大學,臺北市,2 技職,5561,北部,私立,439.0,5561.0,0.079,,,200.0,27.8,私立
113,1047,中臺科技大學,臺中市,2 技職,6102,中部,私立,906.0,6102.0,0.148,,,206.0,29.6,私立
113,1048,亞洲大學,臺中市,1 一般,10776,中部,私立,592.0,10776.0,0.055,,,382.0,28.2,私立
113,1049,開南大學,桃園市,1 一般,4703,北部,私立,378.0,4703.0,0.08,,,156.0,30.1,私立
113,1050,佛光大學,宜蘭縣,1 一般,2525,東部,私立,254.0,2525.0,0.101,,,137.0,18.4,私立
113,1051,台南應用科技大學,臺南市,2 技職,9088,南部,,,,,,,,,未知
113,1052,中信科技大學,臺南市,2 技職,1774,南部,,,,,,,,,未知
113,1053,元培醫事科技大學,新竹市,2 技職,3571,北部,,,,,,,,,未知
113,1054,景文科技大學,新北市,2 技職,4354,北部,私立,204.0,4354.0,0.047,,,128.0,34.0,私立
113,1055,中華醫事科技大學,臺南市,2 技職,6968,南部,私立,725.0,6968.0,0.104,,,242.0,28.8,私立
113,1056,東南科技大學,新北市,2 技職,3556,北部,私立,397.0,3556.0,0.112,,,103.0,34.5,私立
113,1057,德明財經科技大學,臺北市,2 技職,5086,北部,私立,541.0,5086.0,0.106,,,178.0,28.6,私立
113,1060,南開科技大學,南投縣,2 技職,2438,中部,私立,101.0,2438.0,0.041,,,84.0,29.0,私立
113,1061,中華科技大學,臺北市,2 技職,2866,北部,,,,,,,,,未知
113,1062,僑光科技大學,臺中市,2 技職,7995,中部,私立,273.0,7995.0,0.034,,,188.0,42.5,私立
113,1063,育達科技大學,苗栗縣,2 技職,3386,中部,,,,,,,,,未知
113,1064,美和科技大學,屏東縣,2 技職,4460,南部,,,,,,,,,未知
113,1065,吳鳳科技大學,嘉義縣,2 技職,3933,南部,私立,358.0,3933.0,0.091,,,108.0,36.4,私立
113,1069,修平科技大學,臺中市,2 技職,3358,中部,,,,,,,,,未知
113,1070,長庚科技大學,桃園市,2 技職,5988,北部,,,,,,,,,未知
113,1071,臺北城市科技大學,臺北市,2 技職,8778,北部,,,,,,,,,未知
113,1072,敏實科技大學,新竹縣,2 技職,1071,北部,,,,,,,,,未知
113,1073,醒吾科技大學,新北市,2 技職,5634,北部,,,,,,,,,未知
113,1075,文藻外語大學,高雄市,2 技職,6849,南部,,,,,,,,,未知
113,1076,華夏科技大學,新北市,2 技職,822,北部,,,,,,,,,未知
113,1078,致理科技大學,新北市,2 技職,10857,北部,,,,,,,,,未知
113,1079,康寧大學,臺北市,2 技職,3100,北部,,,,,,,,,未知
113,1080,宏國德霖科技大學,新北市,2 技職,4292,北部,,,,,,,,,未知
113,1082,崇右影藝科技大學,基隆市,2 技職,1114,北部,,,,,,,,,未知
113,1083,台北海洋科技大學,新北市,2 技職,3621,北部,,,,,,,,,未知
113,1084,亞東科技大學,新北市,2 技職,3950,北部,,,,,,,,,未知
113,1125,中信金融管理學院,臺南市,1 一般,917,南部,,,,,,,,,未知
113,1148,大漢技術學院,花蓮縣,2 技職,310,東部,私立,0.0,310.0,0.0,,,24.0,12.9,私立
113,1168,南亞技術學院,桃園市,2 技職,1824,北部,,,,,,,,,未知
113,1183,黎明技術學院,新北市,2 技職,4924,北部,私立,355.0,4924.0,0.072,,,135.0,36.5,私立
113,1185,德育護理健康學院,基隆市,2 技職,3167,北部,,,,,,,,,未知
113,1195,馬偕醫學院,新北市,2 技職,57,北部,,,,,,,,,未知
113,1196,法鼓文理學院,新北市,1 一般,390,北部,,,,,,,,,未知
113,1282,馬偕醫護管理專科學校,臺北市,2 技職,4046,北部,,,,,,,,,未知
113,1283,仁德醫護管理專科學校,苗栗縣,2 技職,5458,中部,私立,168.0,5458.0,0.031,,,210.0,26.0,私立
113,1284,樹人醫護管理專科學校,高雄市,2 技職,7213,南部,私立,399.0,7213.0,0.055,,,217.0,33.2,私立
113,1285,慈惠醫護管理專科學校,屏東縣,2 技職,1798,南部,私立,416.0,1798.0,0.231,,,89.0,20.2,私立
113,1286,耕莘健康管理專科學校,新北市,2 技職,3931,北部,私立,97.0,3931.0,0.025,,,140.0,28.1,私立
113,1287,敏惠醫護管理專科學校,臺南市,2 技職,3306,南部,私立,119.0,3306.0,0.036,,,100.0,33.1,私立
113,1289,育英醫護管理專科學校,高雄市,2 技職,1704,南部,私立,129.0,1704.0,0.076,,,64.0,26.6,私立
113,1291,聖母醫護管理專科學校,宜蘭縣,2 技職,1416,東部,私立,93.0,1416.0,0.066,,,75.0,18.9,私立
113,1292,新生醫護管理專科學校,桃園市,2 技職,5961,北部,私立,348.0,5961.0,0.058,,,223.0,26.7,私立
113,1293,崇仁醫護管理專科學校,嘉義縣,2 技職,2957,南部,私立,87.0,2957.0,0.029,,,110.0,26.9,私立
113,3002,臺北市立大學,臺北市,1 一般,8099,北部,公立,753.0,8099.0,0.093,,,322.0,25.2,公立
114,1,國立政治大學,臺北市,1 一般,16784,北部,公立,,,,,,720.0,23.3,公立
114,2,國立清華大學,新竹市,1 一般,18393,北部,公立,,,,,,876.0,21.0,公立
114,3,國立臺灣大學,臺北市,1 一般,34941,北部,公立,,,,,,2088.0,16.7,公立
114,4,國立臺灣師範大學,臺北市,3 師範,16808,北部,公立,,,,,,823.0,20.4,公立
114,5,國立成功大學,臺南市,1 一般,23485,南部,公立,,,,,,1293.0,18.2,公立
114,6,國立中興大學,臺中市,1 一般,15899,中部,公立,,,,,,873.0,18.2,公立
114,7,國立陽明交通大學,新竹市,1 一般,22521,北部,公立,,,,,,1173.0,19.2,公立
114,8,國立中央大學,桃園市,1 一般,12586,北部,公立,,,,,,631.0,19.9,公立
114,9,國立中山大學,高雄市,1 一般,11204,南部,公立,,,,,,618.0,18.1,公立
114,12,國立臺灣海洋大學,基隆市,1 一般,9069,北部,公立,,,,,,424.0,21.4,公立
114,13,國立中正大學,嘉義縣,1 一般,11397,南部,公立,,,,,,534.0,21.3,公立
114,14,國立高雄師範大學,高雄市,3 師範,7310,南部,公立,,,,,,266.0,27.5,公立
114,15,國立彰化師範大學,彰化縣,3 師範,8735,中部,公立,,,,,,356.0,24.5,公立
114,17,國立臺北大學,新北市,1 一般,10039,北部,公立,,,,,,398.0,25.2,公立
114,18,國立嘉義大學,嘉義市,1 一般,11103,南部,公立,,,,,,473.0,23.5,公立
114,19,國立高雄大學,高雄市,2 技職,135,南部,公立,,,,,,227.0,0.6,公立
114,20,國立東華大學,花蓮縣,1 一般,10035,東部,公立,,,,,,458.0,21.9,公立
114,21,國立暨南國際大學,南投縣,1 一般,6512,中部,公立,,,,,,268.0,24.3,公立
114,22,國立臺灣科技大學,臺北市,2 技職,12180,北部,公立,,,,,,589.0,20.7,公立
114,23,國立雲林科技大學,雲林縣,2 技職,10450,中部,公立,,,,,,410.0,25.5,公立
114,24,國立屏東科技大學,屏東縣,2 技職,9707,南部,公立,,,,,,441.0,22.0,公立
114,25,國立臺北科技大學,臺北市,2 技職,13271,北部,公立,,,,,,488.0,27.2,公立
114,28,國立臺北藝術大學,臺北市,1 一般,3180,北部,公立,,,,,,169.0,18.8,公立
114,29,國立臺灣藝術大學,新北市,2 技職,295,北部,公立,,,,,,171.0,1.7,公立
114,30,國立臺東大學,臺東縣,2 技職,154,東部,公立,,,,,,207.0,0.7,公立
114,31,國立宜蘭大學,宜蘭縣,1 一般,5318,東部,公立,,,,,,231.0,23.0,公立
114,32,國立聯合大學,苗栗縣,1 一般,7418,中部,公立,,,,,,273.0,27.2,公立
114,33,國立虎尾科技大學,雲林縣,2 技職,12003,中部,公立,,,,,,366.0,32.8,公立
114,35,國立臺南藝術大學,臺南市,1 一般,1638,南部,公立,,,,,,95.0,17.2,公立
114,36,國立臺南大學,臺南市,1 一般,5976,南部,公立,,,,,,199.0,30.0,公立
114,37,國立臺北教育大學,臺北市,3 師範,6037,北部,公立,,,,,,230.0,26.2,公立
114,39,國立臺中教育大學,臺中市,3 師範,5178,中部,公立,,,,,,205.0,25.3,公立
114,42,國立澎湖科技大學,澎湖縣,2 技職,2202,離島,公立,,,,,,130.0,16.9,公立
114,43,國立勤益科技大學,臺中市,2 技職,12667,中部,公立,,,,,,330.0,38.4,公立
114,44,國立體育大學,桃園市,1 一般,2760,北部,公立,,,,,,103.0,26.8,公立
114,46,國立臺北護理健康大學,臺北市,2 技職,5238,北部,公立,,,,,,222.0,23.6,公立
114,47,國立高雄餐旅大學,高雄市,2 技職,3972,南部,公立,,,,,,151.0,26.3,公立
114,48,國立金門大學,金門縣,1 一般,3660,離島,公立,,,,,,146.0,25.1,公立
114,49,國立臺灣體育運動大學,臺中市,1 一般,3048,中部,公立,,,,,,123.0,24.8,公立
114,50,國立臺中科技大學,臺中市,2 技職,15657,中部,公立,,,,,,440.0,35.6,公立
114,51,國立臺北商業大學,臺北市,2 技職,6846,北部,公立,,,,,,231.0,29.6,公立
114,52,國立屏東大學,屏東縣,1 一般,8697,南部,公立,,,,,,331.0,26.3,公立
114,53,國立高雄科技大學,高雄市,2 技職,26932,南部,公立,,,,,,858.0,31.4,公立
114,144,國立臺灣戲曲學院,臺北市,2 技職,410,北部,公立,,,,,,39.0,10.5,公立
114,221,國立臺南護理專科學校,臺南市,2 技職,1992,南部,公立,,,,,,104.0,19.2,公立
114,222,國立臺東專科學校,臺東縣,2 技職,471,東部,公立,,,,,,56.0,8.4,公立
114,1001,東海大學,臺中市,1 一般,15638,中部,私立,,,,,,523.0,29.9,私立
114,1002,輔仁大學,新北市,2 技職,59,北部,私立,,,,,,713.0,0.1,私立
114,1003,東吳大學,臺北市,1 一般,14715,北部,私立,,,,,,426.0,34.5,私立
114,1004,中原大學,桃園市,1 一般,16404,北部,私立,,,,,,524.0,31.3,私立
114,1005,淡江大學,新北市,1 一般,21882,北部,,,,,,,,,未知
114,1006,中國文化大學,臺北市,2 技職,188,北部,私立,,,,,,532.0,0.4,私立
114,1007,逢甲大學,臺中市,1 一般,21420,中部,私立,,,,,,652.0,32.9,私立
114,1008,靜宜大學,臺中市,2 技職,83,中部,私立,,,,,,309.0,0.3,私立
114,1009,長庚大學,桃園市,1 一般,7290,北部,私立,,,,,,625.0,11.7,私立
114,1010,元智大學,桃園市,1 一般,9333,北部,私立,,,,,,308.0,30.3,私立
114,1011,中華大學,新竹市,2 技職,225,北部,,,,,,,,,未知
114,1012,大葉大學,彰化縣,2 技職,31,中部,私立,,,,,,231.0,0.1,私立
114,1013,華梵大學,新北市,1 一般,1068,北部,,,,,,,,,未知
114,1014,義守大學,高雄市,2 技職,107,南部,私立,,,,,,410.0,0.3,私立
114,1015,世新大學,臺北市,1 一般,10806,北部,私立,,,,,,307.0,35.2,私立
114,1016,銘傳大學,臺北市,1 一般,17238,北部,私立,,,,,,522.0,33.0,私立
114,1017,實踐大學,臺北市,2 技職,85,北部,私立,,,,,,276.0,0.3,私立
114,1018,朝陽科技大學,臺中市,2 技職,13083,中部,私立,,,,,,390.0,33.5,私立
114,1019,高雄醫學大學,高雄市,1 一般,6538,南部,私立,,,,,,527.0,12.4,私立
114,1020,南華大學,嘉義縣,1 一般,4474,南部,私立,,,,,,184.0,24.3,私立
114,1021,真理大學,新北市,1 一般,1793,北部,私立,,,,,,155.0,11.6,私立
114,1022,大同大學,臺北市,1 一般,3310,北部,私立,,,,,,111.0,29.8,私立
114,1023,南臺科技大學,臺南市,2 技職,14465,南部,,,,,,,,,未知
114,1024,崑山科技大學,臺南市,2 技職,7916,南部,私立,,,,,,236.0,33.5,私立
114,1025,嘉南藥理大學,臺南市,2 技職,8437,南部,,,,,,,,,未知
114,1026,樹德科技大學,高雄市,2 技職,7492,南部,私立,,,,,,235.0,31.9,私立
114,1027,慈濟大學,花蓮縣,2 技職,1242,東部,,,,,,,,,未知
114,1028,臺北醫學大學,臺北市,1 一般,6289,北部,私立,,,,,,735.0,8.6,私立
114,1029,中山醫學大學,臺中市,2 技職,109,中部,私立,,,,,,400.0,0.3,私立
114,1030,龍華科技大學,桃園市,2 技職,11201,北部,私立,,,,,,255.0,43.9,私立
114,1031,輔英科技大學,高雄市,2 技職,7843,南部,私立,,,,,,257.0,30.5,私立
114,1032,明新科技大學,新竹縣,2 技職,9707,北部,,,,,,,,,未知
114,1033,長榮大學,臺南市,1 一般,4078,南部,私立,,,,,,234.0,17.4,私立
114,1034,弘光科技大學,臺中市,2 技職,11552,中部,私立,,,,,,312.0,37.0,私立
114,1035,中國醫藥大學,臺中市,1 一般,7514,中部,私立,,,,,,506.0,14.8,私立
114,1036,健行科技大學,桃園市,2 技職,8183,北部,,,,,,,,,未知
114,1037,正修科技大學,高雄市,2 技職,14623,南部,,,,,,,,,未知
114,1038,萬能科技大學,桃園市,2 技職,7958,北部,,,,,,,,,未知
114,1039,玄奘大學,新竹市,2 技職,100,北部,私立,,,,,,93.0,1.1,私立
114,1040,建國科技大學,彰化縣,2 技職,3453,中部,私立,,,,,,134.0,25.8,私立
114,1041,明志科技大學,新北市,2 技職,4479,北部,私立,,,,,,212.0,21.1,私立
114,1042,台鋼科技大學,高雄市,2 技職,1342,南部,,,,,,,,,未知
114,1043,大仁科技大學,屏東縣,2 技職,3780,南部,私立,,,,,,131.0,28.9,私立
114,1044,聖約翰科技大學,新北市,2 技職,638,北部,私立,,,,,,56.0,11.4,私立
114,1045,嶺東科技大學,臺中市,2 技職,8096,中部,私立,,,,,,214.0,37.8,私立
114,1046,中國科技大學,臺北市,2 技職,5209,北部,私立,,,,,,183.0,28.5,私立
114,1047,中臺科技大學,臺中市,2 技職,6019,中部,私立,,,,,,195.0,30.9,私立
114,1048,亞洲大學,臺中市,2 技職,32,中部,私立,,,,,,378.0,0.1,私立
114,1049,開南大學,桃園市,1 一般,4465,北部,私立,,,,,,150.0,29.8,私立
114,1050,佛光大學,宜蘭縣,2 技職,3,東部,私立,,,,,,135.0,0.0,私立
114,1051,台南應用科技大學,臺南市,2 技職,8648,南部,,,,,,,,,未知
114,1052,中信科技大學,臺南市,2 技職,1769,南部,,,,,,,,,未知
114,1053,元培醫事科技大學,新竹市,2 技職,3404,北部,,,,,,,,,未知
114,1054,景文科技大學,新北市,2 技職,4075,北部,私立,,,,,,117.0,34.8,私立
114,1055,中華醫事科技大學,臺南市,2 技職,6614,南部,私立,,,,,,223.0,29.7,私立
114,1056,東南科技大學,新北市,2 技職,3762,北部,私立,,,,,,104.0,36.2,私立
114,1057,德明財經科技大學,臺北市,2 技職,4504,北部,私立,,,,,,162.0,27.8,私立
114,1060,南開科技大學,南投縣,2 技職,2435,中部,私立,,,,,,77.0,31.6,私立
114,1061,中華科技大學,臺北市,2 技職,2606,北部,,,,,,,,,未知
114,1062,僑光科技大學,臺中市,2 技職,7332,中部,私立,,,,,,178.0,41.2,私立
114,1063,育達科技大學,苗栗縣,2 技職,3505,中部,,,,,,,,,未知
114,1064,美和科技大學,屏東縣,2 技職,4148,南部,,,,,,,,,未知
114,1065,吳鳳科技大學,嘉義縣,2 技職,3801,南部,私立,,,,,,105.0,36.2,私立
114,1069,修平科技大學,臺中市,2 技職,3110,中部,,,,,,,,,未知
114,1070,長庚科技大學,桃園市,2 技職,5929,北部,,,,,,,,,未知
114,1071,臺北城市科技大學,臺北市,2 技職,8374,北部,,,,,,,,,未知
114,1072,敏實科技大學,新竹縣,2 技職,1633,北部,,,,,,,,,未知
114,1073,醒吾科技大學,新北市,2 技職,5468,北部,,,,,,,,,未知
114,1075,文藻外語大學,高雄市,2 技職,6550,南部,,,,,,,,,未知
114,1076,華夏科技大學,新北市,2 技職,368,北部,,,,,,,,,未知
114,1078,致理科技大學,新北市,2 技職,10866,北部,,,,,,,,,未知
114,1079,康寧大學,臺北市,2 技職,3031,北部,,,,,,,,,未知
114,1080,宏國德霖科技大學,新北市,2 技職,4180,北部,,,,,,,,,未知
114,1082,崇右影藝科技大學,基隆市,2 技職,1054,北部,,,,,,,,,未知
114,1083,台北海洋科技大學,新北市,2 技職,3530,北部,,,,,,,,,未知
114,1084,亞東科技大學,新北市,2 技職,4201,北部,,,,,,,,,未知
114,1085,馬偕醫學大學,新北市,2 技職,57,北部,,,,,,,,,未知
114,1125,中信金融管理學院,臺南市,1 一般,943,南部,,,,,,,,,未知
114,1168,南亞技術學院,桃園市,2 技職,1646,北部,,,,,,,,,未知
114,1183,黎明技術學院,新北市,2 技職,5214,北部,私立,,,,,,136.0,38.3,私立
114,1185,德育護理健康學院,基隆市,2 技職,3119,北部,,,,,,,,,未知
114,1196,法鼓文理學院,新北市,1 一般,413,北部,,,,,,,,,未知
114,1282,馬偕醫護管理專科學校,臺北市,2 技職,4062,北部,,,,,,,,,未知
114,1283,仁德醫護管理專科學校,苗栗縣,2 技職,5027,中部,私立,,,,,,196.0,25.6,私立
114,1284,樹人醫護管理專科學校,高雄市,2 技職,6899,南部,私立,,,,,,219.0,31.5,私立
114,1285,慈惠醫護管理專科學校,屏東縣,2 技職,1417,南部,私立,,,,,,74.0,19.1,私立
114,1286,耕莘健康管理專科學校,新北市,2 技職,3761,北部,私立,,,,,,132.0,28.5,私立
114,1287,敏惠醫護管理專科學校,臺南市,2 技職,2902,南部,私立,,,,,,101.0,28.7,私立
114,1289,育英醫護管理專科學校,高雄市,2 技職,1495,南部,私立,,,,,,56.0,26.7,私立
114,1291,聖母醫護管理專科學校,宜蘭縣,2 技職,1360,東部,私立,,,,,,68.0,20.0,私立
114,1292,新生醫護管理專科學校,桃園市,2 技職,5707,北部,私立,,,,,,215.0,26.5,私立
114,1293,崇仁醫護管理專科學校,嘉義縣,2 技職,2838,南部,私立,,,,,,109.0,26.0,私立
114,3002,臺北市立大學,臺北市,1 一般,7840,北部,公立,,,,,,314.0,25.0,公立
