學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,華語先修生男生,華語先修生女生,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
113,1004,中原大學,2124009,室內設計學系,N 職,M 碩士,94,53,41,0,0,12,16,16,12,10,7,9,3,3,2,3,1,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,2151058,音樂產業碩士學位學程,D 日,M 碩士,41,25,16,0,0,11,5,6,5,7,1,1,5,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,2211006,宗教研究所,D 日,M 碩士,19,8,11,0,0,2,0,2,5,2,4,2,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,2211006,宗教研究所,N 職,M 碩士,23,10,13,0,0,2,3,3,4,3,2,0,2,1,2,1,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,2299053,人文與教育學院學士學位學程,D 日,B 學士,17,13,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,4,03 桃園市,1 一般
113,1004,中原大學,2311005,應用外國語文學系,D 日,M 碩士,25,8,17,0,0,2,4,2,3,3,4,1,6,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,2311005,應用外國語文學系,D 日,B 學士,423,137,286,0,0,29,65,33,64,25,75,38,62,0,0,0,0,0,0,12,20,03 桃園市,1 一般
113,1004,中原大學,2323004,應用華語文學系,D 日,M 碩士,31,5,26,0,0,2,11,1,9,0,3,2,2,0,0,0,0,0,1,0,0,03 桃園市,1 一般
113,1004,中原大學,2323004,應用華語文學系,D 日,B 學士,495,90,405,0,0,24,96,25,87,23,95,13,100,0,0,0,0,0,0,5,27,03 桃園市,1 一般
113,1004,中原大學,3131011,心理學系,D 日,M 碩士,94,28,66,0,0,7,14,5,17,6,10,10,25,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,3131011,心理學系,D 日,B 學士,529,148,381,0,0,33,88,34,81,29,91,35,94,0,0,0,0,0,0,17,27,03 桃園市,1 一般
113,1004,中原大學,4111013,會計學系,D 日,M 碩士,38,14,24,0,0,7,14,6,10,1,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,4111013,會計學系,D 日,B 學士,646,214,432,0,0,57,102,57,101,47,105,40,115,0,0,0,0,0,0,13,9,03 桃園市,1 一般
113,1004,中原大學,4111013,會計學系,N 職,M 碩士,18,2,16,0,0,1,8,1,6,0,1,0,0,0,1,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,4121019,財務金融學系,D 日,M 碩士,24,11,13,0,0,6,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,4121019,財務金融學系,D 日,B 學士,451,184,267,0,0,51,59,38,71,43,67,45,59,0,0,0,0,0,0,7,11,03 桃園市,1 一般
113,1004,中原大學,4131014,企業管理學系,D 日,D 博士,36,16,20,0,0,3,3,2,4,1,4,5,2,3,3,1,1,1,3,0,0,03 桃園市,1 一般
113,1004,中原大學,4131014,企業管理學系,D 日,M 碩士,67,23,44,0,0,8,19,10,20,2,5,3,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,4131014,企業管理學系,D 日,B 學士,875,364,511,0,0,93,121,92,108,88,126,68,135,0,0,0,0,0,0,23,21,03 桃園市,1 一般
113,1004,中原大學,4131014,企業管理學系碩士在職現役軍人營區專班,N 職,M 碩士,25,21,4,0,0,7,3,6,1,2,0,4,0,1,0,1,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,4131014,企業管理學系,N 職,M 碩士,166,83,83,0,0,39,44,37,35,3,4,2,0,1,0,1,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,4141018,國際經營與貿易學系,D 日,M 碩士,12,5,7,0,0,5,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,4141018,國際經營與貿易學系,D 日,B 學士,535,184,351,0,0,35,81,43,80,58,86,33,89,0,0,0,0,0,0,15,15,03 桃園市,1 一般
113,1004,中原大學,4141018,國際經營與貿易學系,N 職,M 碩士,12,4,8,0,0,2,2,1,5,0,0,1,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,4191012,商學博士學位學程,D 日,D 博士,46,34,12,0,0,11,6,7,0,4,0,5,3,2,0,2,1,3,2,0,0,03 桃園市,1 一般
113,1004,中原大學,4191017,國際商學碩士學位學程,D 日,M 碩士,27,8,19,0,0,4,6,3,8,0,3,1,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,4191017,國際商學學士學位學程,D 日,B 學士,88,49,39,0,0,16,11,12,9,7,8,12,8,0,0,0,0,0,0,2,3,03 桃園市,1 一般
113,1004,中原大學,4191057,中原大學與美國天普大學商學管理雙學士學位學程,D 日,B 學士,50,26,24,0,0,8,7,7,5,3,3,6,7,0,0,0,0,0,0,2,2,03 桃園市,1 一般
113,1004,中原大學,4212021,財經法律學系,D 日,M 碩士,60,28,32,0,0,10,5,5,5,6,10,7,11,0,0,0,1,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,4212021,財經法律學系,D 日,B 學士,514,202,312,0,0,36,58,42,51,39,68,37,69,40,63,0,0,0,0,8,3,03 桃園市,1 一般
113,1004,中原大學,4212021,財經法律學系,N 職,M 碩士,69,42,27,0,0,10,10,12,5,10,2,6,3,1,3,3,4,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,5121022,生物科技學系,D 日,M 碩士,22,18,4,0,0,9,2,4,2,4,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,5121022,生物科技學系,D 日,B 學士,413,178,235,0,0,35,65,45,57,42,53,41,53,0,0,0,0,0,0,15,7,03 桃園市,1 一般
113,1004,中原大學,5311023,化學系,D 日,D 博士,20,11,9,0,0,2,3,0,2,1,0,5,1,2,1,0,1,1,1,0,0,03 桃園市,1 一般
113,1004,中原大學,5311023,化學系,D 日,M 碩士,57,36,21,0,0,19,19,14,2,3,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,5311023,化學系,D 日,B 學士,492,246,246,0,0,62,57,57,63,56,61,50,59,0,0,0,0,0,0,21,6,03 桃園市,1 一般
113,1004,中原大學,5311023,化學系,N 職,M 碩士,6,5,1,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,5331024,物理學系,D 日,D 博士,8,7,1,0,0,1,0,1,0,1,0,2,0,0,1,1,0,1,0,0,0,03 桃園市,1 一般
113,1004,中原大學,5331024,物理學系,D 日,M 碩士,18,11,7,0,0,5,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,5331024,物理學系,D 日,B 學士,447,359,88,0,0,94,12,75,29,86,17,75,26,0,0,0,0,0,0,29,4,03 桃園市,1 一般
113,1004,中原大學,5411027,應用數學系,D 日,D 博士,4,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,03 桃園市,1 一般
113,1004,中原大學,5411027,應用數學系,D 日,M 碩士,33,23,10,0,0,12,8,10,1,1,1,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,5411027,應用數學系,D 日,B 學士,412,292,120,0,0,70,30,62,28,69,22,65,32,0,0,0,0,0,0,26,8,03 桃園市,1 一般
113,1004,中原大學,5411027,應用數學系,N 職,M 碩士,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,6121060,中原大學美國威大密爾瓦基分校電機與資訊工程雙學士學位學程,D 日,B 學士,68,55,13,0,0,15,4,12,2,15,3,13,4,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,6131028,資訊管理學系,D 日,M 碩士,52,34,18,0,0,18,9,13,9,2,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,6131028,資訊管理學系,D 日,B 學士,515,230,285,0,0,51,64,50,68,65,73,55,76,0,0,0,0,0,0,9,4,03 桃園市,1 一般
113,1004,中原大學,6131028,資訊管理學系碩士在職現役軍人營區專班,N 職,M 碩士,19,12,7,0,0,0,0,2,4,3,1,2,2,5,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,6131028,資訊管理學系,N 職,M 碩士,42,32,10,0,0,13,4,12,3,2,2,2,1,3,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,6131031,資訊工程學系,D 日,M 碩士,84,59,25,0,0,23,11,27,8,7,4,2,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,6131031,資訊工程學系,D 日,B 學士,504,364,140,0,0,84,27,71,34,90,33,83,41,0,0,0,0,0,0,36,5,03 桃園市,1 一般
113,1004,中原大學,6131031,資訊工程學系,N 職,M 碩士,22,18,4,0,0,6,2,8,0,2,0,1,1,1,1,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,6131031,資訊工程學系資訊安全與科技犯罪偵查碩士在職專班,N 職,M 碩士,5,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,6131062,智慧運算與大數據碩士學位學程,D 日,M 碩士,14,12,2,0,0,6,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,6131062,電機資訊學院智慧運算與大數據學士班,D 日,B 學士,159,122,37,0,0,38,8,36,12,48,17,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7111037,化學工程學系,D 日,D 博士,9,6,3,0,0,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7111037,化學工程學系,D 日,M 碩士,83,57,26,0,0,33,10,21,13,3,1,0,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7111037,化學工程學系,D 日,B 學士,663,370,293,0,0,82,67,76,70,76,65,95,68,0,0,0,0,0,0,41,23,03 桃園市,1 一般
113,1004,中原大學,7121042,環境工程學系,D 日,M 碩士,42,24,18,0,0,9,13,13,4,1,1,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7121042,環境工程學系,D 日,B 學士,221,141,80,0,0,35,15,28,22,36,20,35,19,0,0,0,0,0,0,7,4,03 桃園市,1 一般
113,1004,中原大學,7121042,環境工程學系,N 職,M 碩士,33,27,6,0,0,7,3,9,3,6,0,1,0,3,0,1,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7121065,淨零循環經濟學士後專班,D 日,B 學士,14,8,6,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7141029,電機工程學系,D 日,D 博士,19,17,2,0,0,3,1,2,0,2,0,5,0,1,0,2,0,2,1,0,0,03 桃園市,1 一般
113,1004,中原大學,7141029,電機工程學系,D 日,M 碩士,103,91,12,0,0,38,7,33,4,17,1,2,0,1,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7141029,電機工程學系國際碩士班,D 日,M 碩士,7,4,3,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7141029,電機工程學系,D 日,B 學士,482,403,79,0,0,94,19,80,21,109,14,108,23,0,0,0,0,0,0,12,2,03 桃園市,1 一般
113,1004,中原大學,7141029,電機工程學系,N 職,M 碩士,56,55,1,0,0,17,0,18,0,12,1,6,0,1,0,1,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7141030,電子工程學系,D 日,D 博士,10,6,4,0,0,1,0,2,1,1,1,2,0,0,1,0,0,0,1,0,0,03 桃園市,1 一般
113,1004,中原大學,7141030,電子工程學系,D 日,M 碩士,126,94,32,0,0,43,17,40,12,9,2,2,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7141030,電子工程學系,D 日,B 學士,582,450,132,0,0,104,42,104,21,105,29,119,40,0,0,0,0,0,0,18,0,03 桃園市,1 一般
113,1004,中原大學,7141030,電子工程學系,N 職,M 碩士,27,24,3,0,0,11,0,8,3,3,0,0,0,1,0,1,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7141033,電機資訊學院人工智慧應用學士學位學程,D 日,B 學士,3,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,03 桃園市,1 一般
113,1004,中原大學,7141033,電機資訊學院學士班,D 日,B 學士,177,139,38,0,0,37,10,26,14,30,7,35,6,0,0,0,0,0,0,11,1,03 桃園市,1 一般
113,1004,中原大學,7141064,半導體材料與光電檢測碩士學位學程,D 日,M 碩士,5,2,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7141066,理學院半導體人才培育碩士專班,D 日,M 碩士,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7151034,機械工程學系,D 日,D 博士,32,27,5,0,0,6,0,2,1,4,1,7,0,3,1,0,1,5,1,0,0,03 桃園市,1 一般
113,1004,中原大學,7151034,機械工程學系,D 日,M 碩士,84,73,11,0,0,31,8,32,3,8,0,2,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7151034,機械工程學系,D 日,B 學士,700,594,106,0,0,132,25,142,26,152,24,145,27,0,0,0,0,0,0,23,4,03 桃園市,1 一般
113,1004,中原大學,7151034,機械工程學系,N 職,M 碩士,56,51,5,0,0,17,0,17,2,7,3,6,0,2,0,2,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7191041,工業與系統工程學系,D 日,D 博士,38,24,14,0,0,7,3,2,2,1,2,5,3,4,1,2,2,3,1,0,0,03 桃園市,1 一般
113,1004,中原大學,7191041,工業與系統工程學系,D 日,M 碩士,98,69,29,0,0,40,11,21,17,6,1,2,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7191041,工業與系統工程學系碩士專班,D 日,M 碩士,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7191041,工業與系統工程學系國際碩士班,D 日,M 碩士,13,7,6,0,0,2,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7191041,工業與系統工程學系,D 日,B 學士,619,360,259,0,0,72,66,78,63,91,54,81,70,0,0,0,0,0,0,38,6,03 桃園市,1 一般
113,1004,中原大學,7191041,工業與系統工程學系,N 職,M 碩士,91,53,38,0,0,16,6,18,14,5,6,8,9,5,2,1,0,0,1,0,0,03 桃園市,1 一般
113,1004,中原大學,7193043,生物醫學工程學系,D 日,D 博士,25,16,9,0,0,2,3,4,1,1,1,2,2,0,0,4,0,3,2,0,0,03 桃園市,1 一般
113,1004,中原大學,7193043,生物醫學工程學系,D 日,M 碩士,69,47,22,0,0,11,11,18,7,13,2,5,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7193043,生物醫學工程學系,D 日,B 學士,449,242,207,0,0,61,47,65,42,53,59,47,48,0,0,0,0,0,0,16,11,03 桃園市,1 一般
113,1004,中原大學,7193043,生物醫學工程學系,N 職,M 碩士,17,13,4,0,0,2,2,6,0,1,1,0,1,2,0,1,0,1,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7311046,建築學系,D 日,M 碩士,58,36,22,0,0,5,6,10,7,8,6,12,3,1,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7311046,建築學系,D 日,B 學士,293,157,136,0,0,27,24,28,21,25,28,31,23,23,29,0,0,0,0,23,11,03 桃園市,1 一般
113,1004,中原大學,7311046,建築學系,N 職,M 碩士,42,24,18,0,0,7,2,2,3,6,3,4,5,1,1,4,4,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7311063,英國牛津布魯克斯大學建築及都市設計雙學士學位學程,D 日,B 學士,39,17,22,0,0,11,13,6,9,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7312059,地景建築學系,D 日,M 碩士,18,11,7,0,0,2,5,3,1,2,1,4,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7312059,地景建築學系,D 日,B 學士,224,83,141,0,0,19,31,15,39,19,22,18,34,0,0,0,0,0,0,12,15,03 桃園市,1 一般
113,1004,中原大學,7321035,土木工程學系,D 日,D 博士,33,17,16,0,0,5,0,3,1,6,8,0,3,3,3,0,1,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7321035,土木工程學系,D 日,M 碩士,32,20,12,0,0,6,6,10,3,3,2,1,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1004,中原大學,7321035,土木工程學系,D 日,B 學士,631,466,165,0,0,104,33,111,36,105,44,98,41,0,0,0,0,0,0,48,11,03 桃園市,1 一般
113,1004,中原大學,99999061,全校外籍生大一不分系學士學位學程,D 日,B 學士,20,11,9,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
113,1005,淡江大學,1114093,教育學院教育領導與科技管理博士班,D 日,D 博士,10,4,6,0,0,0,0,0,0,0,0,1,2,1,3,0,0,2,1,0,0,01 新北市,1 一般
113,1005,淡江大學,1114108,教育與未來設計學系前瞻教育領導與科技管理博士班,D 日,D 博士,20,13,7,0,0,3,3,7,2,1,2,2,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,1115108,教育與未來設計學系,N 職,M 碩士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,1115108,教育與未來設計學系課程與教學碩士在職專班,N 職,M 碩士,16,7,9,0,0,0,0,1,4,2,1,1,3,3,0,0,1,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,1116092,教育科技學系,D 日,M 碩士,28,10,18,0,0,2,10,5,2,1,3,2,3,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,1116092,教育科技學系,D 日,B 學士,396,128,268,0,0,27,74,28,68,29,58,36,64,0,0,0,0,0,0,8,4,01 新北市,1 一般
113,1005,淡江大學,1116092,教育科技學系數位學習碩士在職專班,N 職,M 碩士,79,24,55,0,0,6,19,9,14,3,11,4,6,2,3,0,2,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,1116092,教育科技學系,N 職,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,1199108,教育與未來設計學系,D 日,M 碩士,19,9,10,0,0,2,8,3,1,2,1,2,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,1199108,教育與未來設計學系課程與教學碩士班,D 日,M 碩士,19,3,16,0,0,0,9,0,2,2,2,1,3,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,1199108,教育與未來設計學系,D 日,B 學士,167,45,122,0,0,9,36,17,27,10,30,9,29,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,2221078,歷史學系,D 日,M 碩士,23,9,14,0,0,2,4,2,6,3,4,2,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,2221078,歷史學系,D 日,B 學士,336,244,92,0,0,56,13,38,18,35,18,85,32,0,0,0,0,0,0,30,11,01 新北市,1 一般
113,1005,淡江大學,2311081,俄國語文學系,D 日,B 學士,148,70,78,0,0,18,19,10,12,17,14,18,26,0,0,0,0,0,0,7,7,01 新北市,1 一般
113,1005,淡江大學,2311082,日本語文學系,D 日,M 碩士,32,9,23,0,0,2,5,1,8,4,6,2,4,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,2311082,日本語文學系,D 日,B 學士,906,357,549,0,0,70,123,97,121,84,139,85,137,0,0,0,0,0,0,21,29,01 新北市,1 一般
113,1005,淡江大學,2311082,日本語文學系,N 職,M 碩士,5,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,2311082,日本語文學系,P 進,B 學士,102,53,49,0,0,11,15,11,7,11,10,14,16,0,0,0,0,0,0,6,1,01 新北市,1 一般
113,1005,淡江大學,2311084,西班牙語文學系,D 日,B 學士,351,98,253,0,0,18,43,16,50,19,56,27,83,0,0,0,0,0,0,18,21,01 新北市,1 一般
113,1005,淡江大學,2311085,德國語文學系,D 日,B 學士,175,55,120,0,0,9,32,13,22,11,14,15,38,0,0,0,0,0,0,7,14,01 新北市,1 一般
113,1005,淡江大學,2311086,法國語文學系,D 日,M 碩士,8,2,6,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,2311086,法國語文學系,D 日,B 學士,306,90,216,0,0,21,42,19,35,6,36,33,77,0,0,0,0,0,0,11,26,01 新北市,1 一般
113,1005,淡江大學,2311088,英文學系,D 日,D 博士,26,13,13,0,0,2,0,3,2,2,1,2,1,1,1,1,6,2,2,0,0,01 新北市,1 一般
113,1005,淡江大學,2311088,英文學系,D 日,M 碩士,19,8,11,0,0,4,1,0,2,3,7,1,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,2311088,英文學系,D 日,B 學士,639,269,370,0,0,46,60,57,78,82,90,63,112,0,0,0,0,0,0,21,30,01 新北市,1 一般
113,1005,淡江大學,2311088,英文學系全英語學士班,D 日,B 學士,113,49,64,0,0,19,19,8,18,7,13,12,12,0,0,0,0,0,0,3,2,01 新北市,1 一般
113,1005,淡江大學,2311088,英文學系,P 進,B 學士,46,20,26,0,0,0,0,1,3,0,7,8,8,0,0,0,0,0,0,11,8,01 新北市,1 一般
113,1005,淡江大學,2322090,中國文學學系,D 日,D 博士,33,18,15,0,0,4,3,4,2,1,4,1,3,1,0,5,2,2,1,0,0,01 新北市,1 一般
113,1005,淡江大學,2322090,中國文學學系,D 日,M 碩士,33,10,23,0,0,2,4,2,5,5,4,1,10,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,2322090,中國文學學系,D 日,B 學士,360,130,230,0,0,19,44,29,34,25,47,40,77,0,0,0,0,0,0,17,28,01 新北市,1 一般
113,1005,淡江大學,2322090,中國文學學系,N 職,M 碩士,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3111075,產業經濟學系,D 日,D 博士,11,8,3,0,0,1,1,2,0,1,1,1,0,1,1,2,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3111075,產業經濟學系,D 日,M 碩士,11,5,6,0,0,3,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3111075,產業經濟學系,D 日,B 學士,309,163,146,0,0,34,28,31,32,39,29,44,49,0,0,0,0,0,0,15,8,01 新北市,1 一般
113,1005,淡江大學,3111076,經濟學系經濟與財務碩士班,D 日,M 碩士,17,10,7,0,0,3,4,5,2,2,0,0,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3111076,經濟學系,D 日,B 學士,688,395,293,0,0,86,70,97,64,102,75,82,73,0,0,0,0,0,0,28,11,01 新北市,1 一般
113,1005,淡江大學,3121074,全球政治經濟學系全英語學士班,D 日,B 學士,119,55,64,0,0,16,11,15,13,13,11,4,25,0,0,0,0,0,0,7,4,01 新北市,1 一般
113,1005,淡江大學,3122059,外交與國際關係學系全英語學士班,D 日,B 學士,246,89,157,0,0,23,36,20,33,16,41,24,43,0,0,0,0,0,0,6,4,01 新北市,1 一般
113,1005,淡江大學,3122060,國際事務與戰略研究所,D 日,D 博士,56,47,9,0,0,13,3,9,1,4,1,6,2,7,0,4,0,4,2,0,0,01 新北市,1 一般
113,1005,淡江大學,3122060,國際事務與戰略研究所,D 日,M 碩士,32,24,8,0,0,11,4,7,1,3,2,3,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3122060,國際事務與戰略研究所,N 職,M 碩士,53,42,11,0,0,8,4,6,2,13,3,8,0,4,1,3,1,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3122060,國際事務與戰略研究所現役軍人營區碩士在職專班,N 職,M 碩士,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3131096,教育心理與諮商研究所,D 日,M 碩士,109,26,83,0,0,5,17,6,26,9,21,6,19,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3143059,外交與國際關係學系歐洲研究博士班,D 日,D 博士,13,7,6,0,0,0,1,2,1,2,1,0,2,2,0,0,0,1,1,0,0,01 新北市,1 一般
113,1005,淡江大學,3143059,外交與國際關係學系中國大陸研究碩士班,D 日,M 碩士,13,10,3,0,0,6,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3143059,外交與國際關係學系歐洲研究碩士班,D 日,M 碩士,19,10,9,0,0,2,2,4,2,2,3,2,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3143059,外交與國際關係學系中國大陸研究碩士在職專班,N 職,M 碩士,32,19,13,0,0,3,6,7,1,4,4,4,1,0,1,1,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3143074,全球政治經濟學系日本政經研究碩士班,D 日,M 碩士,19,11,8,0,0,4,1,1,1,1,3,5,3,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3143074,全球政治經濟學系拉丁美洲研究碩士班,D 日,M 碩士,7,3,4,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3143074,全球政治經濟學系,N 職,M 碩士,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3143074,全球政治經濟學系亞太與拉美研究數位學習碩士在職專班,N 職,M 碩士,39,19,20,0,0,6,8,8,6,5,6,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3211055,大眾傳播學系,D 日,M 碩士,35,13,22,0,0,3,6,2,7,4,5,4,4,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3211055,大眾傳播學系,D 日,B 學士,401,128,273,0,0,26,94,45,78,30,51,20,47,0,0,0,0,0,0,7,3,01 新北市,1 一般
113,1005,淡江大學,3214054,資訊傳播學系,D 日,B 學士,383,142,241,2,5,21,45,22,51,44,67,43,66,0,0,0,0,0,0,10,7,01 新北市,1 一般
113,1005,淡江大學,3222052,資訊與圖書館學系,D 日,M 碩士,21,8,13,0,0,2,3,1,6,3,1,2,3,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3222052,資訊與圖書館學系,D 日,B 學士,413,138,275,0,0,38,63,27,73,32,59,32,67,0,0,0,0,0,0,9,13,01 新北市,1 一般
113,1005,淡江大學,3222052,資訊與圖書館學系數位學習碩士在職專班,N 職,M 碩士,7,2,5,0,0,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
113,1005,淡江大學,3222053,數位出版與典藏數位學習碩士在職專班,N 職,M 碩士,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,01 新北市,1 一般
