學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,華語先修生男生,華語先修生女生,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
113,1,國立政治大學,1111001,教育學系,D 日,D 博士,94,45,49,0,0,6,9,8,11,6,7,7,8,9,6,4,7,5,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,1111001,教育學系,D 日,M 碩士,34,6,28,0,0,0,9,2,9,4,5,0,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,1111001,教育學系,D 日,B 學士,221,69,152,0,0,15,36,16,35,12,30,16,34,0,0,0,0,0,0,10,17,30 臺北市,1 一般
113,1,國立政治大學,1114005,教育行政與政策研究所,D 日,M 碩士,40,17,23,0,0,6,6,6,8,4,6,1,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,1114006,學校行政碩士在職專班,N 職,M 碩士,87,29,58,0,0,11,13,7,15,6,14,2,10,3,6,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,1121004,幼兒教育研究所,D 日,M 碩士,28,3,25,0,0,0,7,0,10,3,5,0,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2211019,宗教研究所,D 日,D 博士,23,11,12,0,0,0,3,3,0,1,1,2,4,2,2,2,0,1,2,0,0,30 臺北市,1 一般
113,1,國立政治大學,2211019,宗教研究所,D 日,M 碩士,30,14,16,0,0,4,3,1,5,5,3,4,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2221020,歷史學系,D 日,D 博士,25,18,7,0,0,4,0,1,2,5,1,1,0,2,1,2,1,3,2,0,0,30 臺北市,1 一般
113,1,國立政治大學,2221020,歷史學系,D 日,M 碩士,49,33,16,0,0,8,4,7,4,7,1,11,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2221020,歷史學系,D 日,B 學士,179,93,86,0,0,24,21,22,15,17,21,20,20,0,0,0,0,0,0,10,9,30 臺北市,1 一般
113,1,國立政治大學,2221021,臺灣史研究所,D 日,D 博士,20,8,12,0,0,2,1,1,2,1,3,1,1,2,1,0,1,1,3,0,0,30 臺北市,1 一般
113,1,國立政治大學,2221021,臺灣史研究所,D 日,M 碩士,57,38,19,0,0,8,4,9,3,6,6,15,6,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2222031,民族學系,D 日,D 博士,14,6,8,0,0,1,0,0,2,0,0,2,1,1,2,0,0,2,3,0,0,30 臺北市,1 一般
113,1,國立政治大學,2222031,民族學系,D 日,M 碩士,18,10,8,0,0,4,1,1,3,4,3,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2222031,民族學系,D 日,B 學士,186,80,106,0,0,15,29,16,21,22,19,18,19,0,0,0,0,0,0,9,18,30 臺北市,1 一般
113,1,國立政治大學,2231022,哲學系,D 日,D 博士,27,17,10,0,0,2,2,2,3,4,1,4,2,0,0,0,2,5,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2231022,哲學系,D 日,M 碩士,37,26,11,0,0,8,3,4,2,6,3,8,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2231022,哲學系,D 日,B 學士,204,103,101,0,0,21,33,20,22,20,20,25,18,0,0,0,0,0,0,17,8,30 臺北市,1 一般
113,1,國立政治大學,2299098,亞際文化研究國際碩士學位學程,D 日,M 碩士,3,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2311009,英國語文學系,D 日,D 博士,20,8,12,0,0,1,3,0,1,0,2,6,0,0,2,0,3,1,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,2311009,英國語文學系,D 日,M 碩士,53,12,41,0,0,5,14,3,6,3,14,1,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2311009,英國語文學系,D 日,B 學士,283,93,190,0,0,21,44,27,36,17,49,19,41,0,0,0,0,0,0,9,20,30 臺北市,1 一般
113,1,國立政治大學,2311009,英國語文學系英語教學碩士在職專班,N 職,M 碩士,27,5,22,0,0,0,0,2,12,0,4,3,5,0,1,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2311011,日本語文學系,D 日,M 碩士,20,10,10,0,0,2,4,2,2,3,0,3,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2311011,日本語文學系,D 日,B 學士,162,35,127,0,0,6,28,10,26,10,31,8,28,0,0,0,0,0,0,1,14,30 臺北市,1 一般
113,1,國立政治大學,2311012,阿拉伯語文學系,D 日,B 學士,168,62,106,0,0,16,26,15,23,11,21,11,21,0,0,0,0,0,0,9,15,30 臺北市,1 一般
113,1,國立政治大學,2311014,韓國語文學系,D 日,M 碩士,24,0,24,0,0,0,6,0,8,0,6,0,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2311014,韓國語文學系,D 日,B 學士,153,29,124,0,0,9,24,8,34,3,27,5,29,0,0,0,0,0,0,4,10,30 臺北市,1 一般
113,1,國立政治大學,2311015,土耳其語文學系,D 日,B 學士,115,31,84,0,0,7,21,9,16,8,17,5,17,0,0,0,0,0,0,2,13,30 臺北市,1 一般
113,1,國立政治大學,2311016,歐洲語文學系,D 日,B 學士,264,52,212,0,0,13,44,12,48,13,43,10,44,0,0,0,0,0,0,4,33,30 臺北市,1 一般
113,1,國立政治大學,2311017,斯拉夫語文學系,D 日,M 碩士,12,2,10,0,0,0,3,1,1,0,4,1,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2311017,斯拉夫語文學系,D 日,B 學士,198,53,145,0,0,15,33,12,29,11,32,7,34,0,0,0,0,0,0,8,17,30 臺北市,1 一般
113,1,國立政治大學,2311099,東南亞語文學系,D 日,B 學士,187,49,138,0,0,12,36,14,41,13,35,8,18,0,0,0,0,0,0,2,8,30 臺北市,1 一般
113,1,國立政治大學,2321007,臺灣文學研究所,D 日,D 博士,13,6,7,0,0,1,1,1,1,2,2,1,1,1,0,0,1,0,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,2321007,臺灣文學研究所,D 日,M 碩士,35,15,20,0,0,3,5,5,6,3,3,4,6,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2322008,中國文學系,D 日,D 博士,47,21,26,0,0,3,4,2,2,2,4,4,5,1,2,3,7,6,2,0,0,30 臺北市,1 一般
113,1,國立政治大學,2322008,中國文學系,D 日,M 碩士,82,32,50,0,0,7,11,6,15,8,9,11,15,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2322008,中國文學系,D 日,B 學士,339,82,257,0,0,17,65,24,53,9,56,16,55,0,0,0,0,0,0,16,28,30 臺北市,1 一般
113,1,國立政治大學,2322008,中國文學系國文教學碩士在職專班,N 職,M 碩士,67,6,61,0,0,1,10,1,15,2,14,2,12,0,10,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2323002,華語文教學博士學位學程,D 日,D 博士,12,3,9,0,0,1,2,0,1,0,0,0,3,1,2,1,1,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2323002,華語文教學碩士學位學程,D 日,M 碩士,64,14,50,0,0,7,14,1,15,2,5,3,16,1,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,2399018,語言學研究所,D 日,D 博士,8,3,5,0,0,1,2,0,0,0,0,0,1,0,1,1,0,1,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,2399018,語言學研究所,D 日,M 碩士,36,8,28,0,0,2,8,2,9,2,6,2,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3111024,經濟學系,D 日,D 博士,6,5,1,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3111024,經濟學系,D 日,M 碩士,102,61,41,0,0,26,16,25,21,6,3,4,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3111024,經濟學系,D 日,B 學士,395,209,186,0,0,51,32,40,46,47,41,51,51,0,0,0,0,0,0,20,16,30 臺北市,1 一般
113,1,國立政治大學,3111025,應用經濟與社會發展英語碩士學位學程,D 日,M 碩士,40,17,23,0,0,7,5,8,12,2,4,0,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3121026,政治學系,D 日,D 博士,16,11,5,0,0,1,0,2,1,3,0,1,1,1,1,2,1,1,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,3121026,政治學系,D 日,M 碩士,60,38,22,0,0,10,6,9,5,9,6,10,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3121026,政治學系,D 日,B 學士,236,97,139,0,0,23,31,26,31,19,33,17,32,0,0,0,0,0,0,12,12,30 臺北市,1 一般
113,1,國立政治大學,3121029,國際事務學院國家安全與大陸研究碩士在職專班,N 職,M 碩士,69,46,23,0,0,20,11,12,5,7,2,5,4,2,1,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3122045,外交學系,D 日,D 博士,7,6,1,0,0,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3122045,外交學系,D 日,M 碩士,81,45,36,0,0,10,14,15,10,15,7,5,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3122045,外交學系,D 日,B 學士,270,105,165,0,0,25,34,22,39,25,43,24,37,0,0,0,0,0,0,9,12,30 臺北市,1 一般
113,1,國立政治大學,3122045,外交學系戰略與國際事務碩士在職專班,N 職,M 碩士,95,61,34,0,0,15,8,15,12,8,12,14,2,9,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3122046,國際研究英語碩士學位學程,D 日,M 碩士,56,31,25,0,0,12,7,8,9,7,7,4,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3131032,心理學系,D 日,D 博士,13,5,8,0,0,0,3,1,1,0,1,2,0,1,0,0,2,1,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,3131032,心理學系,D 日,M 碩士,98,24,74,0,0,4,23,8,21,9,14,3,16,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3131032,心理學系,D 日,B 學士,224,57,167,0,0,9,29,12,46,13,36,10,44,0,0,0,0,0,0,13,12,30 臺北市,1 一般
113,1,國立政治大學,3131033,輔導與諮商碩士學位學程,D 日,M 碩士,50,14,36,0,0,5,8,6,9,3,11,0,8,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3141030,社會學系,D 日,D 博士,11,5,6,0,0,1,2,1,0,0,0,1,0,1,1,0,3,1,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3141030,社會學系,D 日,M 碩士,63,27,36,0,0,7,9,11,7,3,9,6,11,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3141030,社會學系,D 日,B 學士,179,65,114,0,0,19,23,11,25,11,29,16,29,0,0,0,0,0,0,8,8,30 臺北市,1 一般
113,1,國立政治大學,3143023,中東與中亞研究碩士學位學程,D 日,M 碩士,14,7,7,0,0,1,1,2,2,1,1,3,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143028,東亞研究所,D 日,D 博士,36,20,16,0,0,3,0,3,4,2,1,4,3,2,2,1,2,5,4,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143028,東亞研究所,D 日,M 碩士,64,46,18,0,0,12,5,11,5,11,2,12,6,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143036,日本研究博士學位學程,D 日,D 博士,10,4,6,0,0,1,0,1,0,1,2,0,0,0,0,0,3,1,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143036,日本研究碩士學位學程,D 日,M 碩士,33,15,18,0,0,5,6,0,7,5,3,4,2,1,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143038,俄羅斯研究所,D 日,M 碩士,26,15,11,0,0,6,4,4,4,3,3,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143040,亞太研究英語博士學位學程,D 日,D 博士,79,41,38,0,0,5,6,11,6,3,7,8,1,6,7,4,4,4,7,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143040,亞太研究英語碩士學位學程,D 日,M 碩士,85,40,45,0,0,13,18,14,13,8,7,5,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143043,地政學系,D 日,D 博士,16,10,6,0,0,3,1,2,1,0,1,1,1,1,1,1,0,2,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143043,地政學系,D 日,M 碩士,68,31,37,0,0,13,15,13,14,4,5,1,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143043,地政學系,D 日,B 學士,512,257,255,0,0,60,64,45,68,57,63,73,46,0,0,0,0,0,0,22,14,30 臺北市,1 一般
113,1,國立政治大學,3143043,地政學系,N 職,M 碩士,93,54,39,0,0,19,12,11,9,15,8,9,10,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3143090,土地政策與環境規劃碩士原住民專班,D 日,M 碩士,35,14,21,0,0,1,5,4,4,5,5,4,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3191047,國家發展研究所,D 日,D 博士,39,26,13,0,0,5,1,5,2,3,2,6,3,1,3,2,1,4,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,3191047,國家發展研究所,D 日,M 碩士,63,29,34,0,0,10,7,5,10,7,10,7,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3199048,勞工研究所,D 日,M 碩士,58,18,40,0,0,2,9,4,8,7,9,5,14,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3211049,傳播學院傳播碩士學位學程,D 日,M 碩士,216,46,170,0,0,16,39,9,48,14,44,7,39,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3211050,國際傳播英語碩士學位學程,D 日,M 碩士,59,18,41,0,0,7,11,4,13,4,14,3,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3211056,傳播學院博士班,D 日,D 博士,50,26,24,0,0,5,2,4,5,4,3,4,3,3,5,3,5,3,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,3211056,傳播學院大一大二不分系,D 日,B 學士,414,135,279,0,0,68,125,67,154,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3211056,傳播學院碩士在職專班,N 職,M 碩士,98,29,69,0,0,8,19,9,17,7,13,5,13,0,7,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3213052,廣播電視學系,D 日,B 學士,212,76,136,0,0,0,0,0,0,29,54,27,57,0,0,0,0,0,0,20,25,30 臺北市,1 一般
113,1,國立政治大學,3214051,新聞學系,D 日,B 學士,92,26,66,0,0,0,0,0,0,10,25,7,30,0,0,0,0,0,0,9,11,30 臺北市,1 一般
113,1,國立政治大學,3214093,全球傳播與創新科技碩士學位學程,D 日,M 碩士,87,22,65,0,0,8,19,10,24,4,22,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3222054,圖書資訊與檔案學研究所,D 日,D 博士,13,4,9,0,0,1,1,1,0,1,1,1,1,0,2,0,1,0,3,0,0,30 臺北市,1 一般
113,1,國立政治大學,3222054,圖書資訊與檔案學研究所,D 日,M 碩士,69,16,53,0,0,8,16,3,22,4,8,1,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,3222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,N 職,M 碩士,66,13,53,0,0,4,19,2,20,2,6,2,3,3,5,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4111059,會計學系,D 日,D 博士,5,2,3,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4111059,會計學系,D 日,M 碩士,138,49,89,0,0,23,41,20,39,3,9,3,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4111059,會計學系,D 日,B 學士,375,165,210,0,0,41,44,34,52,40,45,38,58,0,0,0,0,0,0,12,11,30 臺北市,1 一般
113,1,國立政治大學,4121065,財務管理學系,D 日,D 博士,13,5,8,0,0,2,2,1,2,0,2,0,1,2,0,0,0,0,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,4121065,財務管理學系,D 日,M 碩士,91,51,40,0,0,21,17,25,16,5,6,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4121065,財務管理學系,D 日,B 學士,209,91,118,0,0,15,29,23,27,25,23,21,33,0,0,0,0,0,0,7,6,30 臺北市,1 一般
113,1,國立政治大學,4121068,金融學系,D 日,D 博士,21,19,2,0,0,2,1,4,0,3,0,2,0,2,1,3,0,3,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4121068,金融學系,D 日,M 碩士,78,53,25,0,0,23,8,23,14,6,3,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4121068,金融學系,D 日,B 學士,255,130,125,0,0,25,32,28,32,29,30,34,27,0,0,0,0,0,0,14,4,30 臺北市,1 一般
113,1,國立政治大學,4121097,國際金融碩士學位學程,D 日,M 碩士,239,116,123,0,0,60,59,43,45,13,19,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4122070,財政學系,D 日,D 博士,4,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4122070,財政學系,D 日,M 碩士,74,38,36,0,0,23,10,11,20,2,6,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4122070,財政學系,D 日,B 學士,384,161,223,0,0,40,42,32,56,37,58,38,57,0,0,0,0,0,0,14,10,30 臺北市,1 一般
113,1,國立政治大學,4123069,風險管理與保險學系,D 日,D 博士,13,8,5,0,0,0,3,0,1,1,1,1,0,1,0,3,0,2,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4123069,風險管理與保險學系,D 日,M 碩士,80,42,38,0,0,18,13,18,13,5,12,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4123069,風險管理與保險學系,D 日,B 學士,231,112,119,0,0,24,27,30,22,23,26,24,38,0,0,0,0,0,0,11,6,30 臺北市,1 一般
113,1,國立政治大學,4131060,企業管理學系,D 日,D 博士,50,27,23,0,0,6,1,3,4,2,8,6,7,2,0,3,3,5,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4131060,企業管理研究所(MBA學位學程),D 日,M 碩士,248,82,166,0,0,25,77,40,66,15,18,2,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4131060,企業管理學系,D 日,B 學士,431,185,246,0,0,37,57,46,57,43,59,41,66,0,0,0,0,0,0,18,7,30 臺北市,1 一般
113,1,國立政治大學,4131062,經營管理碩士學程全球華商班,N 職,M 碩士,94,54,40,0,0,12,12,22,16,9,8,9,4,2,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4131062,經營管理碩士學程高階經營班,N 職,M 碩士,454,260,194,0,0,90,75,99,74,45,28,12,10,14,7,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4131064,國際經營管理英語碩士學位學程,D 日,M 碩士,122,53,69,0,0,15,29,24,30,9,6,5,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4131091,創新國際學院學士班,D 日,B 學士,183,64,119,0,0,18,29,19,28,10,36,15,22,0,0,0,0,0,0,2,4,30 臺北市,1 一般
113,1,國立政治大學,4134041,公共行政學系,D 日,D 博士,17,11,6,0,0,1,0,2,0,1,1,0,2,0,1,2,2,5,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4134041,公共行政學系,D 日,M 碩士,91,30,61,0,0,6,16,6,19,8,11,10,15,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4134041,公共行政學系,D 日,B 學士,185,65,120,0,0,16,33,14,25,12,27,15,29,0,0,0,0,0,0,8,6,30 臺北市,1 一般
113,1,國立政治大學,4134042,行政管理碩士學程現役軍人營區碩士在職專班,N 職,M 碩士,61,36,25,0,0,14,12,5,8,6,2,8,3,3,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4134042,行政管理碩士學程,N 職,M 碩士,268,86,182,0,0,18,58,25,52,24,38,8,20,11,14,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4134042,行政管理碩士學程領導決策現役軍人營區碩士在職專班,N 職,M 碩士,25,20,5,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4141067,國際經營與貿易學系,D 日,D 博士,8,1,7,0,0,0,1,0,1,0,1,0,1,0,3,0,0,1,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4141067,國際經營與貿易學系,D 日,M 碩士,124,61,63,0,0,28,22,23,25,8,14,2,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4141067,國際經營與貿易學系,D 日,B 學士,380,169,211,0,0,33,44,40,52,39,52,44,48,0,0,0,0,0,0,13,15,30 臺北市,1 一般
113,1,國立政治大學,4143055,廣告學系,D 日,B 學士,234,51,183,0,0,0,0,0,0,13,74,27,70,0,0,0,0,0,0,11,39,30 臺北市,1 一般
113,1,國立政治大學,4199072,科技管理與智慧財產研究所,D 日,D 博士,29,12,17,0,0,3,3,3,2,3,1,1,2,1,6,1,2,0,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,4199072,科技管理與智慧財產研究所,D 日,M 碩士,136,48,88,0,0,18,32,17,34,10,14,3,8,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4211073,法律學系,D 日,B 學士,742,323,419,0,0,76,81,76,94,76,116,81,110,0,0,0,0,0,0,14,18,30 臺北市,1 一般
113,1,國立政治大學,4211074,法律科際整合研究所,D 日,M 碩士,96,47,49,0,0,10,13,16,8,9,13,11,15,0,0,1,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4211075,法學院碩士在職專班,N 職,M 碩士,267,129,138,0,0,31,36,31,30,24,30,24,30,19,12,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,4212073,法律學系,D 日,D 博士,44,29,15,0,0,3,2,5,1,3,3,3,2,9,2,3,2,3,3,0,0,30 臺北市,1 一般
113,1,國立政治大學,4212073,法律學系,D 日,M 碩士,241,124,117,0,0,29,36,39,27,31,32,25,22,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,5199083,神經科學研究所,D 日,M 碩士,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,5331077,應用物理研究所,D 日,M 碩士,27,20,7,0,0,5,5,10,1,3,1,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,5411078,應用數學系,D 日,D 博士,8,7,1,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,30 臺北市,1 一般
113,1,國立政治大學,5411078,應用數學系,D 日,M 碩士,48,35,13,0,0,8,5,9,4,8,2,10,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,5411078,應用數學系,D 日,B 學士,189,138,51,0,0,32,10,29,18,35,9,30,8,0,0,0,0,0,0,12,6,30 臺北市,1 一般
113,1,國立政治大學,5421079,統計學系,D 日,D 博士,6,3,3,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,5421079,統計學系,D 日,M 碩士,61,39,22,0,0,20,10,14,12,3,0,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,5421079,統計學系,D 日,B 學士,234,130,104,0,0,37,14,32,24,29,33,26,25,0,0,0,0,0,0,6,8,30 臺北市,1 一般
113,1,國立政治大學,6131080,資訊管理學系,D 日,D 博士,35,25,10,0,0,4,0,2,3,6,1,5,2,5,1,1,3,2,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,6131080,資訊管理學系,D 日,M 碩士,110,51,59,0,0,24,26,19,26,5,7,3,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,6131080,資訊管理學系,D 日,B 學士,345,181,164,0,0,46,37,34,41,46,42,44,40,0,0,0,0,0,0,11,4,30 臺北市,1 一般
113,1,國立政治大學,6131081,資訊科學系,D 日,D 博士,11,5,6,0,0,2,2,1,0,1,1,0,1,0,2,0,0,1,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,6131081,資訊科學系,D 日,M 碩士,143,110,33,0,0,40,9,24,13,36,9,10,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,6131081,資訊科學系,D 日,B 學士,231,168,63,0,0,34,12,40,13,37,18,49,16,0,0,0,0,0,0,8,4,30 臺北市,1 一般
113,1,國立政治大學,6131081,資訊科學系,N 職,M 碩士,93,74,19,0,0,21,5,16,6,19,5,14,3,4,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,6131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,13,10,3,0,0,2,1,1,0,1,0,2,1,0,1,1,0,3,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,6131095,資訊安全碩士學位學程,D 日,M 碩士,24,10,14,0,0,7,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,6134057,數位內容碩士學位學程,D 日,M 碩士,55,14,41,0,0,4,12,3,14,2,9,5,6,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1,國立政治大學,9231084,社會工作研究所,D 日,D 博士,21,6,15,0,0,1,3,1,2,1,2,0,1,1,4,2,1,0,2,0,0,30 臺北市,1 一般
113,1,國立政治大學,9231084,社會工作研究所,D 日,M 碩士,60,16,44,0,0,4,13,4,13,3,8,5,9,0,0,0,1,0,0,0,0,30 臺北市,1 一般
113,2,國立清華大學,1111084,教育與學習科技學系,D 日,D 博士,73,29,44,0,0,8,6,4,8,3,6,3,7,4,5,3,7,4,5,0,0,18 新竹市,1 一般
113,2,國立清華大學,1111084,教育與學習科技學系,D 日,M 碩士,126,16,110,0,0,2,30,3,32,7,24,3,20,1,4,0,0,0,0,0,0,18 新竹市,1 一般
113,2,國立清華大學,1111084,教育與學習科技學系,D 日,B 學士,181,45,136,0,0,6,36,9,32,13,30,11,34,0,0,0,0,0,0,6,4,18 新竹市,1 一般
113,2,國立清華大學,1111084,教育與學習科技學系教育行政碩士在職專班,N 職,M 碩士,56,14,42,0,0,6,15,3,16,3,2,1,3,0,6,0,0,1,0,0,0,18 新竹市,1 一般
113,2,國立清華大學,1111084,教育與學習科技學系課程與教學碩士在職專班,N 職,M 碩士,140,23,117,0,0,9,30,4,28,3,20,4,21,3,9,0,1,0,8,0,0,18 新竹市,1 一般
113,2,國立清華大學,1111112,竹師教育學院學士班,D 日,B 學士,152,56,96,0,0,16,33,11,24,10,23,11,10,0,0,0,0,0,0,8,6,18 新竹市,1 一般
